,IRLTLT01GRM156N,CRIIRLTLT01STM,IRLTLT01SEM156N,IRLTLT01NOM156N,IRLTLT01FIM156N,IRLTLT01DKM156N,IRLTLT01ISM156N,LVAIRLTLT01STM,IRLTLT01LUM156N,COLIRLTLT01STM,IRLTLT01FRM156N,IRLTLT01DEM156N,IRLTLT01GBM156N,IRLTLT01CAM156N
2015-09-01,8.54,9.38,0.71,1.6,0.95,0.9279999999999999,2.58,1.03,0.426,8.63,1.0051,0.654090909090909,1.8814,1.4814285714285702
2015-10-01,7.81,9.25,0.66,1.57,0.81,0.83,2.3,1.07,0.308,8.26,0.8618,0.518181818181818,1.8459999999999999,1.46333333333333
2015-11-01,7.41,8.58,0.8,1.63,0.81,0.812,2.81,1.19,0.252,8.72,0.885,0.5161904761904761,1.9779,1.6335
2015-12-01,8.21,8.5,0.93,1.55,0.86,0.8340000000000001,2.64,1.08,0.271,8.88,0.9328,0.5455,1.9234,1.4595238095238101
2016-01-01,9.08,8.41,0.77,1.45,0.78,0.7859999999999999,2.78,1.05,0.7190000000000001,9.21,0.8453,0.4305,1.7833,1.258
2016-02-01,10.41,8.47,0.77,1.39,0.53,0.545,2.66,0.88,0.429,9.19,0.5924,0.17285714285714301,1.5032,1.1245
2016-03-01,9.12,8.54,0.82,1.33,0.53,0.508,2.71,0.71,0.415,8.35,0.5089,0.17142857142857096,1.5434,1.26818181818182
2016-04-01,9.03,8.33,0.81,1.3,0.46,0.396,2.76,0.61,0.335,8.22,0.51,0.134285714285714,1.5688,1.33619047619048
2016-05-01,7.64,8.19,0.77,1.4,0.45,0.414,2.8,0.51,0.32899999999999996,8.16,0.5113,0.132857142857143,1.5366,1.35
2016-06-01,7.92,8.24,0.52,1.17,0.33,0.225,2.95,0.48,0.171,7.57,0.3901,-0.0168181818181818,1.3105,1.16818181818182
2016-07-01,7.99,8.29,0.17,0.96,0.12,0.073,3.13,0.3,-0.003,7.64,0.17300000000000001,-0.154285714285714,0.9569,1.051
2016-08-01,8.19,8.23,0.1,1.07,0.06,0.038,2.7,0.12,-0.051,7.5,0.1514,-0.131739130434783,0.7421,1.04272727272727
2016-09-01,8.34,8.31,0.22,1.23,0.08,0.013999999999999999,2.72,0.1,-0.026000000000000002,7.02,0.1833,-0.0840909090909091,0.8243,1.08619047619048
2016-10-01,8.33,8.3,0.24,1.34,0.17,0.132,2.78,0.19,0.071,7.42,0.327,0.002,1.078,1.1665
2016-11-01,7.33,8.33,0.43,1.58,0.41,0.324,2.71,0.56,0.278,7.41,0.6638,0.18909090909090898,1.3818,1.4376190476190502
2016-12-01,6.94,8.38,0.61,1.76,0.46,0.389,2.61,0.9,0.385,7.18,0.7542,0.25190476190476196,1.4336,1.732
2017-01-01,7.04,8.38,0.65,1.69,0.5,0.373,2.6,0.89,0.431,6.94,0.8625,0.250909090909091,1.4203,1.72238095238095
2017-02-01,7.52,8.33,0.66,1.74,0.52,0.33399999999999996,2.59,0.99,0.5539999999999999,7.05,1.0291,0.258,1.3058,1.70210526315789
2017-03-01,7.17,8.36,0.69,1.77,0.51,0.18899999999999997,2.55,0.94,0.599,6.77,1.0199,0.34826086956521696,1.194,1.7143478260869598
2017-04-01,6.7,8.48,0.57,1.61,0.38,0.545,2.37,0.92,0.493,6.42,0.8814,0.22555555555555604,1.0789,1.52315789473684
2017-05-01,5.86,8.5,0.56,1.59,0.49,0.635,2.27,0.88,0.57,6.42,0.799,0.336363636363636,1.1175,1.5131818181818202
2017-06-01,5.76,8.27,0.46,1.53,0.56,0.529,2.17,0.85,0.519,6.7,0.6646,0.25047619047619,1.0846,1.50272727272727
2017-07-01,5.33,8.7,0.66,1.69,0.76,0.6729999999999999,2.08,0.98,0.693,7.02,0.8371,0.45571428571428607,1.2713,1.9080000000000001
2017-08-01,5.55,8.74,0.63,1.62,0.65,0.546,2.06,0.85,0.57,6.92,0.7108,0.346086956521739,1.1241,1.8836363636363602
2017-09-01,5.56,9.5,0.62,1.59,0.58,0.51,2.18,0.72,0.5539999999999999,6.76,0.7,0.34714285714285703,1.2436,2.0495
2017-10-01,5.59,9.74,0.88,1.66,0.59,0.531,2.01,0.71,0.57,6.83,0.8116,0.3725,1.3816,2.05095238095238
2017-11-01,5.22,9.93,0.76,1.59,0.52,0.442,1.88,0.69,0.5,6.69,0.7195,0.308181818181818,1.3299,1.91857142857143
2017-12-01,4.44,9.95,0.72,1.57,0.5,0.41,1.83,0.59,0.485,6.74,0.6763,0.296842105263158,1.2781,1.91526315789474
2018-01-01,3.79,9.87,0.85,1.74,0.67,0.5670000000000001,1.91,0.6,0.625,6.69,0.8544,0.47454545454545505,1.3931,2.19818181818182
2018-02-01,4.14,9.85,0.91,1.98,0.84,0.772,1.96,0.75,0.78,6.94,0.9816,0.659,1.6034,2.32421052631579
2018-03-01,4.27,9.77,0.77,1.99,0.72,0.642,1.91,0.83,0.68,6.73,0.8342,0.52952380952381,1.508,2.18857142857143
2018-04-01,4.04,9.63,0.71,1.93,0.69,0.5529999999999999,1.94,0.8,0.62,6.65,0.7763,0.48,1.5108,2.24904761904762
2018-05-01,4.29,9.8,0.66,1.89,0.7,0.518,1.98,0.86,0.608,6.89,0.7855,0.45,1.5016,2.37545454545455
2018-06-01,4.39,9.71,0.55,1.82,0.63,0.40700000000000003,1.97,0.93,0.537,6.94,0.7526,0.32714285714285696,1.4229,2.20904761904762
2018-07-01,3.88,9.88,0.51,1.76,0.53,0.32,1.9,1.06,0.47,7.12,0.6658,0.274545454545455,1.3739,2.18714285714286
2018-08-01,4.18,9.8,0.52,1.77,0.56,0.326,1.84,0.95,0.466,7.09,0.7048,0.290869565217391,1.3991,2.29545454545455
2018-09-01,4.17,9.95,0.6,1.9,0.66,0.365,1.8,0.94,0.509,7.15,0.7677,0.3705,1.5023,2.35368421052632
2018-10-01,4.37,10.11,0.67,2.0,0.73,0.418,1.71,1.01,0.56,7.46,0.8227,0.399090909090909,1.5462,2.4886363636363598
2018-11-01,4.42,10.24,0.6,1.94,0.66,0.336,1.69,1.05,0.49700000000000005,7.27,0.7622,0.314090909090909,1.4541,2.40761904761905
2018-12-01,4.28,10.94,0.47,1.83,0.55,0.23399999999999999,1.5,1.05,0.424,7.02,0.6979,0.187058823529412,1.3125,2.05789473684211
2019-01-01,4.21,11.89,0.43,1.78,0.49,0.153,1.64,0.95,0.366,6.99,0.6463,0.13272727272727303,1.3221,1.95363636363636
2019-02-01,3.84,11.8,0.36,1.71,0.38,0.054000000000000006,1.5,0.81,0.261,6.98,0.5506,0.0555,1.239,1.90736842105263
2019-03-01,3.76,12.29,0.29,1.66,0.39,0.163,1.17,0.7,0.168,6.71,0.43700000000000006,0.010952380952381,1.19,1.71238095238095
2019-04-01,3.42,12.05,0.3779,1.71,0.34,0.08199999999999999,1.21,0.58,0.109,6.94,0.3718,-0.0395,1.1906,1.7242857142857098
2019-05-01,3.37,10.94,0.2153,1.66,0.25,0.044000000000000004,1.07,0.51,0.02,6.76,0.3036,-0.134545454545455,1.13,1.6645454545454499
2019-06-01,2.67,10.41,0.0452,1.43,0.05,-0.217,0.92,0.33,-0.162,6.22,0.079,-0.315263157894737,0.919,1.4625
2019-07-01,2.16,10.36,0.0208,1.44,-0.09,-0.308,0.88,0.15,-0.276,6.09,-0.0698,-0.38826086956521705,0.8304,1.51909090909091
2019-08-01,1.98,9.99,-0.2884,1.15,-0.35,-0.579,0.85,-0.07,-0.541,6.11,-0.3429,-0.6490909090909089,0.5776,1.2052380952381
2019-09-01,1.5,9.95,-0.2315,1.21,-0.3,-0.591,0.8,-0.11,-0.49700000000000005,6.07,-0.2729,-0.594761904761905,0.5981,1.364
2019-10-01,1.34,9.81,-0.1598,1.26,-0.21,-0.43200000000000005,0.84,0.0,-0.395,6.1,-0.1556,-0.46954545454545504,0.6373,1.4495454545454498
2019-11-01,1.36,9.16,-0.0015,1.45,-0.08,-0.312,1.04,0.1,-0.27399999999999997,6.58,-0.0199,-0.352380952380952,0.765,1.4995
2019-12-01,1.42,8.75,0.0671,1.47,-0.03,-0.258,1.11,0.16,-0.226,6.42,0.0362,-0.29944444444444396,0.8308,1.6045
2020-01-01,1.34,8.54,0.10557000000000001,1.39,-0.07,-0.259,0.96,0.11,-0.252,6.02,-0.01,-0.313636363636364,0.7235,1.4922727272727299
2020-02-01,1.07,8.18,-0.04565,1.35,-0.23,-0.41100000000000003,0.4,-0.04,-0.431,6.22,-0.18,-0.466,0.633,1.29473684210526
2020-03-01,1.97,8.31,-0.16768,0.93,-0.12,-0.409,0.36,-0.06,-0.361,7.26,-0.05,-0.5413636363636359,0.4609,0.8190909090909091
2020-04-01,2.05,8.26,-0.07415,0.7,0.03,-0.21,0.17,0.3,-0.247,7.2,0.06,-0.4495,0.3577,0.6571428571428571
2020-05-01,1.93,8.74,-0.060684,0.47,-0.12,-0.28800000000000003,0.09,0.26,-0.322,6.25,-0.03,-0.5165,0.2743,0.551
2020-06-01,1.32,8.45,0.006095199999999999,0.65,-0.17,-0.264,0.13,0.01,-0.34299999999999997,6.65,-0.04,-0.43428571428571394,0.278,0.561363636363636
2020-07-01,1.14,9.06,-0.07321699999999999,0.61,-0.21,-0.341,0.05,-0.17,-0.43,6.31,-0.15,-0.5230434782608699,0.2094,0.5163636363636359
2020-08-01,1.08,9.07,-0.040333,0.69,-0.25,-0.35700000000000004,-0.04,-0.19,-0.45399999999999996,6.21,-0.17,-0.5233333333333329,0.2717,0.5635
2020-09-01,1.08,9.24,-0.082591,0.65,-0.3,-0.385,0.01,-0.2,-0.49700000000000005,5.98,-0.21,-0.5240909090909089,0.273,0.5595238095238101
2020-10-01,0.9,9.3,-0.028566,0.67,-0.38,-0.45799999999999996,0.37,-0.23,-0.541,6.21,-0.3,-0.6072727272727271,0.3058,0.6028571428571429
2020-11-01,0.75,9.32,-0.00026000000000000003,0.79,-0.4,-0.46,0.79,-0.25,-0.536,5.93,-0.32,-0.614761904761905,0.3836,0.6885
2020-12-01,0.63,9.57,0.005439,0.91,-0.41,-0.469,0.8,-0.29,-0.5489999999999999,5.76,-0.34,-0.6185,0.3224,0.730952380952381
2021-01-01,0.65,9.6,0.070066,1.01,-0.37842105299999995,-0.444,0.91,-0.29,-0.535,5.9,-0.31,-0.5835,0.3672,0.8055
2021-02-01,0.81,9.33,0.24711999999999998,1.28,-0.21766999999999997,-0.282,1.03,-0.25,-0.446,6.44,-0.15,-0.4455,0.6222,1.0994736842105302
2021-03-01,0.91,9.32,0.39866,1.46,-0.123843478,-0.027999999999999997,0.87,-0.2,-0.401,7.45,-0.07,-0.36478260869565204,0.8456,1.49652173913043
2021-04-01,0.88,9.28,0.37016,1.42,-0.0792,0.003,0.84,-0.21,-0.376,7.46,-0.01,-0.325,0.8515,1.51619047619048
2021-05-01,0.99,8.89,0.42118,1.47,0.049089999999999995,0.113,0.87,-0.06,-0.314,7.75,0.21,-0.2235,0.9058,1.524
2021-06-01,0.81,8.39,0.36155,1.47,-0.017666667,0.106,0.82,0.14,-0.33399999999999996,7.58,0.15,-0.288636363636364,0.8549,1.425
2021-07-01,0.7,7.71,0.1808,1.24,-0.09562727300000001,-0.05,0.75,0.09,-0.401,7.6,-0.01,-0.45136363636363597,0.6979,1.25142857142857
2021-08-01,0.59,6.87,0.11012999999999999,1.23,-0.215054545,-0.156,0.67,0.0,-0.47200000000000003,7.6,-0.12,-0.538636363636364,0.644,1.19190476190476
2021-09-01,0.8,6.37,0.26964,1.42,-0.08386363599999999,-0.013000000000000001,0.57,0.02,-0.37200000000000005,8.05,0.04,-0.36272727272727295,0.8023,1.263
2021-10-01,0.96,6.46,0.38059,1.6756666666666697,0.078884211,0.09699999999999999,0.7,0.17,-0.19899999999999998,8.4,0.2,-0.204285714285714,1.083,1.597
2021-11-01,1.22,6.41,0.26671999999999996,1.60777777777778,0.0043,0.006,0.63,0.26,-0.21100000000000002,8.8,0.1,-0.313636363636364,0.9394,1.6857142857142902
2021-12-01,1.29,6.57,0.13796,1.7069999999999999,-0.06184,-0.08199999999999999,0.68,0.3,-0.218,8.46,0.05,-0.38428571428571395,0.8375,1.45
2022-01-01,1.62,6.77,0.36028000000000004,1.9098888888888899,0.17909,0.114,0.89,0.38,-0.039,9.43,0.31,-0.114761904761905,1.2051,1.7590000000000001
2022-02-01,2.46,6.93,0.6060300000000001,2.119,0.5108199999999999,0.45799999999999996,0.58,0.79,0.39899999999999997,9.74,0.68,0.15,1.4891,1.87947368421053
2022-03-01,2.61,7.25,0.8204600000000001,2.5315,0.715817391,0.565,0.49,1.2,0.5479999999999999,9.97,0.78,0.28173913043478305,1.5457,2.13217391304348
2022-04-01,2.89,7.15,1.4715200000000002,2.6935,1.177,1.04,0.71,1.59,1.389,10.54,1.28,0.7463157894736842,1.8362,2.7039999999999997
2022-05-01,3.54,7.06,1.76563,2.64225,1.451961905,1.298,0.82,1.99,1.659,10.78,1.52,0.952727272727273,1.9069,2.9185714285714304
2022-06-01,3.93,7.09,1.8630900000000001,3.12575,2.07227619,1.835,0.94,2.55,2.157,11.61,2.06,1.445,2.3824,3.31545454545455
2022-07-01,3.38,7.18,1.53262,2.9094285714285695,1.713857143,1.5859999999999999,1.05,2.47,1.8530000000000002,12.62,1.71,1.08190476190476,2.1454,3.04315789473684
2022-08-01,3.46,8.85,1.60696,3.3360000000000003,1.624904348,1.375,1.0,2.29,1.8430000000000002,12.21,1.69,1.03434782608696,2.3278,2.85909090909091
2022-09-01,4.44,9.2,2.07702,3.418,2.421363636,2.2,1.0,2.96,2.55,12.92,2.41,1.79545454545455,3.5007,3.14789473684211
2022-10-01,4.87,9.53,2.1970400000000003,3.596875,2.895238095,2.5989999999999998,1.0,3.81,2.9939999999999998,13.93,2.77,2.1866666666666696,4.1096,3.3805263157894703
2022-11-01,4.42,9.58,2.0098599999999998,3.122875,2.691363636,2.378,1.0,3.74,2.701,13.23,2.58,2.06636363636364,3.4171,3.1661904761904798
2022-12-01,4.22,9.63,1.97433,3.13588888888889,2.41,2.285,1.0,3.5,2.676,13.23,2.62,2.0852380952381,3.5015,2.9415
2023-01-01,4.29,9.59,2.083,2.88445454545455,2.77,2.4330000000000003,1.0,3.7,2.7,12.26,2.69,2.19272727272727,3.5115,2.9376190476190494
2023-02-01,4.26,9.63,2.366,3.1458,2.94,2.545,1.0,3.68,2.889,13.43,2.87,2.3705,3.5553,3.17421052631579
2023-03-01,4.29,9.47,2.35278,2.9732727272727297,2.98,2.551,1.0,3.91,2.9930000000000003,11.95,2.92,2.3834782608695697,3.5638,2.9934782608695696
2023-04-01,4.22,8.89,2.37289,3.175625,2.96,2.597,1.0,3.88,2.96,11.89,2.9,2.35944444444444,3.6503,2.91611111111111
2023-05-01,3.98,8.19,2.32386,3.3289999999999997,2.98,2.539,1.0,3.83,2.952,11.11,2.94,2.34227272727273,3.9621,3.04545454545455
2023-06-01,3.71,7.83,2.4648,3.5665,3.0,2.571,1.0,3.79,2.946,10.15,2.93,2.37636363636364,4.3659,3.33818181818182
2023-07-01,3.85,7.66,2.52176,3.66916666666667,3.07,2.738,1.0,3.81,3.033,10.22,3.04,2.4566666666666697,4.4372,3.452
2023-08-01,3.88,7.37,2.7521299999999997,3.7665,3.15,2.843,1.0,3.85,3.0839999999999996,10.7,3.11,2.54565217391304,4.5298,3.65409090909091
2023-09-01,4.08,7.1,2.8879,3.88671428571429,3.25,2.9539999999999997,1.0,3.88,3.161,11.87,3.24,2.6614285714285697,4.4199,3.8160000000000003
2023-10-01,4.3,7.15,3.02373,3.94668181818182,3.47,3.133,1.0,4.14,3.318,11.81,3.45,2.82318181818182,4.5695,4.062
2023-11-01,3.88,7.21,2.75495,3.6849090909090902,3.2,2.8680000000000003,1.0,3.98,3.029,10.74,3.19,2.60136363636364,4.2721,3.7109523809523797
2023-12-01,3.28,7.19,2.20821,3.2889999999999997,2.68,2.3609999999999998,1.0,3.49,2.533,9.94,2.65,2.10210526315789,3.8622,3.2342105263157896
2024-01-01,3.29,6.83,2.23068,3.4957727272727297,2.8,2.403,1.0,3.38,2.613,9.62,2.74,2.17454545454545,3.9319,3.3463636363636406
2024-02-01,3.45,6.7,2.43,3.70171428571429,2.8846,2.475,1.0,3.41,2.815,10.07,2.85,2.33190476190476,4.123,3.5039999999999996
2024-03-01,3.37,6.69,2.396,3.60847368421053,2.84936,2.3930000000000002,1.0,3.4,2.787,10.32,2.82,2.3495,4.033,3.444
2024-04-01,3.49,6.53,2.51305,3.74290476190476,2.9438476189999996,2.48,1.0,3.47,2.904,10.81,2.97,2.44571428571429,4.2172,3.69590909090909
2024-05-01,3.55,6.47,2.3763799999999997,3.67752631578947,3.004838095,2.522,1.0,3.43,2.9410000000000003,11.19,3.03,2.51954545454545,4.2229,3.6418181818181803
2024-06-01,3.65,6.45,2.2576099999999997,3.53745,3.0502736839999995,2.5180000000000002,1.0,3.44,2.9360000000000004,11.25,3.15,2.4845,4.1644,3.3915
2024-07-01,3.5,6.41,2.12817,3.5445217391304302,3.0022173910000003,2.448,1.0,3.39,2.9010000000000002,11.13,3.14,2.4582608695652204,4.1386,3.40772727272727
2024-08-01,3.31,6.46,1.93209,3.2964545454545497,2.777254545,2.199,1.0,3.18,2.661,10.7,2.94,2.2077272727272703,3.9444,3.0715
2024-09-01,3.19,6.46,1.9272900000000002,3.2987619047619,2.7176095239999998,2.114,1.0,3.12,2.592,10.4,2.9,2.16714285714286,3.9053,2.94444444444444
2024-10-01,3.16,6.43,2.04304,3.54139130434783,2.747069565,2.104,1.0,3.1,2.6519999999999997,10.92,2.99,2.2295652173913,4.1993,3.1863636363636405
2024-11-01,3.19,6.41,2.06743,3.66871428571429,2.81,2.069,1.0,3.09,2.722,11.15,3.09,2.30571428571429,4.4164,3.2785
2024-12-01,3.05,6.42,2.1015,3.59888888888889,2.65,1.912,1.0,3.04,2.6430000000000002,11.72,3.01,2.1788888888888898,4.4345,3.1615
